id,url,data_relatorio,suspeitos,confirmados,nao_confirmados,aguarda_resultados,recuperados,obitos,em_vigilancia,confirmados_masculino_0_9,confirmados_masculino_10_19,confirmados_masculino_20_29,confirmados_masculino_30_39,confirmados_masculino_40_49,confirmados_masculino_50_59,confirmados_masculino_60_69,confirmados_masculino_70_79,confirmados_masculino_80_sup,confirmados_feminino_0_9,confirmados_feminino_10_19,confirmados_feminino_20_29,confirmados_feminino_30_39,confirmados_feminino_40_49,confirmados_feminino_50_59,confirmados_feminino_60_69,confirmados_feminino_70_79,confirmados_feminino_80_sup,importados,internados,internados_uci,sintoma_febre,sintoma_tosse,sintoma_respiratoria,sintoma_cefaleia,sintoma_dores,sintoma_fraqueza,obitos_masculino_0_9,obitos_masculino_10_19,obitos_masculino_20_29,obitos_masculino_30_39,obitos_masculino_40_49,obitos_masculino_50_59,obitos_masculino_60_69,obitos_masculino_70_79,obitos_masculino_80_sup,obitos_feminino_0_9,obitos_feminino_10_19,obitos_feminino_20_29,obitos_feminino_30_39,obitos_feminino_40_49,obitos_feminino_50_59,obitos_feminino_60_69,obitos_feminino_70_79,obitos_feminino_80_sup
"77","https://covid19.min-saude.pt/wp-content/uploads/2020/05/77_DGS_boletim_20200518.pdf","2020-05-18","295449","29209","263980","2260","6430","1231","25360","269","429","1600","1832","1977","1957","1509","1132","1409","259","493","2027","2431","2930","2985","1741","1287","2942","770","628","105","29","41","12","20","21","15","0","0","1","0","7","28","73","140","349","0","0","0","0","6","12","38","102","475"
"78","https://covid19.min-saude.pt/wp-content/uploads/2020/05/78_DGS_boletim_20200519.pdf","2020-05-19","298501","29432","266720","2349","6431","1247","25487","271","432","1622","1853","1998","1962","1515","1138","1413","260","497","2044","2460","2962","3001","1756","1292","2956","770","629","101","29","41","12","19","21","15","0","0","1","0","7","28","74","141","356","0","0","0","0","6","12","38","102","482"
"79","https://covid19.min-saude.pt/wp-content/uploads/2020/05/79_DGS_boletim_20200520.pdf","2020-05-20","301225","29660","269160","2405","6452","1263","25281","272","436","1639","1884","2034","1985","1526","1142","1415","265","507","2068","2480","2971","3014","1769","1294","2959","770","609","93","29","41","12","19","21","15","0","0","1","0","7","28","75","144","362","0","0","0","0","6","12","38","102","488"
"80","https://covid19.min-saude.pt/wp-content/uploads/2020/05/80_DGS_boletim_21200520.pdf","2020-05-21","303811","29912","271774","2125","6452","1277","22741","278","442","1668","1918","2060","2005","1540","1153","1417","269","513","2084","2498","2999","3025","1783","1298","2962","767","608","92","29","40","12","19","21","15","0","0","1","0","7","28","75","144","369","0","0","0","0","6","12","38","102","495"
"81","https://covid19.min-saude.pt/wp-content/uploads/2020/05/81_DGS_boletim_20200522-DGS-260.pdf","2020-05-22","306171","30200","273714","2257","7590","1289","26198","281","451","1693","1951","2087","2020","1554","1172","1425","274","524","2113","2526","3019","3044","1793","1302","2971","767","576","84","29","41","12","20","21","15","0","0","1","0","9","28","77","146","369","0","0","0","0","6","12","39","105","497"
"82","https://covid19.min-saude.pt/wp-content/uploads/2020/05/82_DGS_boletim_20200523.pdf","2020-05-23","308584","30471","275805","2308","7705","1302","26130","288","456","1730","1980","2108","2036","1566","1177","1428","279","529","2146","2535","3039","3064","1810","1311","2989","767","550","80","29","40","12","20","21","15","0","0","1","0","9","27","75","147","377","0","0","0","0","6","12","40","105","503"
"83","https://covid19.min-saude.pt/wp-content/uploads/2020/05/83_DGS_boletim_20200524.pdf","2020-05-24","309966","30623","277228","2115","17549","1316","26328","295","458","1745","2000","2119","2054","1577","1186","1429","284","535","2162","2545","3042","3069","1820","1312","2991","767","536","78","29","40","12","19","21","15","0","0","1","0","9","27","75","148","383","0","0","0","0","6","12","40","105","510"
"84","https://covid19.min-saude.pt/wp-content/uploads/2020/05/84_DGS_boletim_202005251.pdf","2020-05-25","311223","30788","278536","1899","17822","1330","26449","298","463","1779","2023","2134","2061","1589","1189","1439","287","540","2178","2549","3051","3084","1820","1312","2992","767","531","72","29","40","12","20","21","15","0","0","1","0","9","28","76","151","384","0","0","0","0","6","13","42","107","513"
"85","https://covid19.min-saude.pt/wp-content/uploads/2020/05/85_DGS_boletim_20200526.pdf","2020-05-26","313886","31007","281064","1815","18096","1342","26392","305","469","1800","2037","2155","2069","1607","1198","1445","293","549","2201","2568","3057","3093","1833","1316","3012","767","513","71","29","40","12","20","21","15","0","0","1","0","9","28","77","153","388","0","0","0","0","6","13","43","108","516"
"86","https://covid19.min-saude.pt/wp-content/uploads/2020/05/86_DGS_boletim_20200527-1.pdf","2020-05-27","316364","31292","283186","1886","18349","1356","27141","310","478","1828","2082","2189","2100","1619","1204","1446","297","559","2221","2597","3076","3112","1844","1316","3014","767","510","66","29","40","12","20","21","15","0","0","1","0","9","29","78","156","391","0","0","0","0","6","13","43","109","521"
"87","https://covid19.min-saude.pt/wp-content/uploads/2020/05/87_DGS_boletim_20200528.pdf","2020-05-28","318810","31596","285904","1310","18637","1369","27563","320","485","1858","2114","2213","2125","1630","1216","1458","306","567","2256","2622","3102","3128","1854","1321","3021","767","512","65","29","40","12","20","21","15","0","0","1","0","9","29","79","159","393","0","0","0","1","6","13","43","110","526"
"88","https://covid19.min-saude.pt/wp-content/uploads/2020/05/88_DGS_boletim_20200529.pdf","2020-05-29","321290","31946","287776","1568","18911","1383","27917","334","489","1895","2145","2239","2138","1642","1230","1472","312","576","2283","2653","3129","3149","1865","1344","3051","767","529","66","29","40","12","20","21","15","0","0","1","0","9","30","81","160","400","0","0","0","1","6","13","43","110","529"
"89","https://covid19.min-saude.pt/wp-content/uploads/2020/05/89_DGS_boletim_20200530.pdf","2020-05-30","323663","32203","289326","2134","19186","1396","28183","339","497","1921","2178","2262","2158","1649","1237","1474","315","584","2313","2679","3148","3165","1875","1354","3055","767","514","63","29","40","11","20","21","15","0","0","1","0","9","31","82","162","403","0","0","0","1","6","14","43","111","533"
"90","https://covid19.min-saude.pt/wp-content/uploads/2020/05/90_DGS_boletim_20200531.pdf","2020-05-31","325026","32500","290510","2016","19409","1410","27924","348","506","1953","2208","2288","2175","1657","1241","1480","325","592","2343","2710","3171","3190","1889","1359","3065","767","474","64","29","40","11","20","21","15","0","0","1","0","9","31","82","163","407","0","0","1","1","6","14","43","111","541"
"91","https://covid19.min-saude.pt/wp-content/uploads/2020/06/91_DGS_boletim_20200601.pdf","2020-06-01","326278","32700","291858","1720","19552","1424","27958","356","512","1973","2222","2299","2185","1668","1243","1480","335","596","2371","2731","3180","3202","1901","1367","3079","767","471","64","29","40","11","20","21","15","0","0","1","0","10","31","83","165","410","0","0","1","1","6","14","43","111","548"
"92","https://covid19.min-saude.pt/wp-content/uploads/2020/06/92_DGS_boletim_20200602.pdf","2020-06-02","328873","32895","294112","1866","19869","1436","28064","364","517","1991","2242","2313","2192","1670","1246","1483","341","601","2386","2752","3199","3217","1909","1377","3089","767","432","58","29","39","11","20","21","15","0","0","1","0","10","31","84","166","414","0","0","1","1","7","15","43","111","552"
"93","https://covid19.min-saude.pt/wp-content/uploads/2020/06/93_DGS_boletim_20200603.pdf","2020-06-03","331094","33261","295889","1944","20079","1447","28093","374","522","2030","2270","2346","2216","1677","1256","1500","350","618","2421","2781","3230","3239","1923","1393","3115","767","428","56","29","39","11","20","21","15","0","0","1","0","10","31","85","167","418","0","0","1","1","7","15","43","111","557"
"94","https://covid19.min-saude.pt/wp-content/uploads/2020/06/94_DGS_boletim_20200604.pdf","2020-06-04","333106","33592","297773","1741","20323","1455","28685","383","525","2067","2310","2390","2236","1691","1256","1502","355","626","2463","2820","3248","3273","1932","1398","3117","767","445","58","29","40","11","20","21","15","0","0","1","0","10","31","86","168","422","0","0","1","1","7","15","43","111","559"
"95","https://covid19.min-saude.pt/wp-content/uploads/2020/06/95_DGS_boletim_20200605V2.pdf","2020-06-05","334923","33969","299318","1636","20526","1465","28088","393","533","2113","2366","2422","2265","1705","1261","1509","362","637","2497","2860","3271","3299","1953","1406","3117","767","421","58","29","40","11","20","21","15","0","0","1","0","10","31","87","168","424","0","0","1","1","7","15","43","112","565"
"96","https://covid19.min-saude.pt/wp-content/uploads/2020/06/96_DGS_boletim_20200606.pdf","2020-06-06","337333","34351","301169","1813","20807","1474","29013","401","539","2154","2415","2464","2287","1710","1269","1518","371","652","2538","2894","3312","3323","1963","1420","3121","767","414","57","29","40","11","20","21","15","0","0","1","0","10","31","87","170","427","0","0","1","1","7","15","43","112","569"
"97","https://covid19.min-saude.pt/wp-content/uploads/2020/06/97_DGS_boletim_20200607.pdf","2020-06-07","338500","34693","302455","1352","20995","1479","29312","412","546","2181","2445","2497","2313","1730","1272","1517","379","661","2568","2916","3340","3343","1977","1429","3134","767","398","58","29","40","11","20","21","15","0","0","1","0","10","32","87","170","430","0","0","1","1","7","15","43","112","570"
"98","https://covid19.min-saude.pt/wp-content/uploads/2020/06/98_DGS_boletim_20200608.pdf","2020-06-08","339624","34885","303136","1603","21156","1485","28791","422","559","2200","2455","2508","2326","1740","1276","1521","386","666","2590","2925","3352","3361","1989","1432","3144","767","366","55","29","39","11","20","21","15","0","0","1","0","10","32","88","171","434","0","0","1","1","7","15","43","112","570"
"99","https://covid19.min-saude.pt/wp-content/uploads/2020/06/99_DGS_boletim_202006091.pdf","2020-06-09","342060","35306","305136","1618","21339","1492","30176","436","562","2244","2502","2559","2367","1760","1284","1531","391","672","2630","2957","3370","3386","2011","1440","3168","767","394","65","29","39","11","20","21","15","0","0","1","0","10","33","88","171","434","0","0","1","1","7","15","43","113","575"
"100","https://covid19.min-saude.pt/wp-content/uploads/2020/06/100_DGS_boletim_20200610.pdf","2020-06-10","344217","35600","306893","1724","21742","1497","30398","447","581","2277","2530","2582","2383","1774","1291","1532","403","681","2650","2983","3400","3412","2028","1443","3178","767","417","70","29","39","11","20","21","15","0","0","1","0","10","33","88","171","437","0","0","1","1","7","15","43","114","576"
